homology_cluster_id,gene_name,gene_type,genome_id,physical_cluster_id
10,2020_CBL-w4_bin.31.purify_k141_2633424_11,known_defense,2020_CBL-w4_bin.31.purify_k141_2633424,2020_CBL-w4_bin.31.purify_k141_2633424_7377-8397
10,2020_GHH17-W1_bin.8.purify_k141_973871_4,candidate,2020_GHH17-W1_bin.8.purify_k141_973871,2020_GHH17-W1_bin.8.purify_k141_973871_4775-14693
10,2020_PC-20W-1-17m-1_bin.83.purify_k141_953165_12,candidate,2020_PC-20W-1-17m-1_bin.83.purify_k141_953165,2020_PC-20W-1-17m-1_bin.83.purify_k141_953165_7705-8514
10,2020_YZYC-20W-1-10m-1_bin.128.purify_k141_343442_1,known_defense,2020_YZYC-20W-1-10m-1_bin.128.purify_k141_343442,2020_YZYC-20W-1-10m-1_bin.128.purify_k141_343442_3-667
10,2021-ZJZBSD-W51_bin.100.purify_k127_269819_6,candidate,2021-ZJZBSD-W51_bin.100.purify_k127_269819,2021-ZJZBSD-W51_bin.100.purify_k127_269819_1966-3014
11,2019_TBLU-04_bin.18.purify_k141_93837_7,candidate,2019_TBLU-04_bin.18.purify_k141_93837,2019_TBLU-04_bin.18.purify_k141_93837_8918-9852
11,2020_YZYC-20W-1-25m-1_bin.37.purify_k141_760110_4,known_defense,2020_YZYC-20W-1-25m-1_bin.37.purify_k141_760110,2020_YZYC-20W-1-25m-1_bin.37.purify_k141_760110_2323-3417
11,2021-ZJZBSD-W52_bin.138.purify_k127_1859947_5,candidate,2021-ZJZBSD-W52_bin.138.purify_k127_1859947,2021-ZJZBSD-W52_bin.138.purify_k127_1859947_3873-4198
11,HS-14-1_bin.1.purify_k141_82845_15,candidate,HS-14-1_bin.1.purify_k141_82845,HS-14-1_bin.1.purify_k141_82845_7676-14723
12,2020_YBJSD-W-3_bin.36.purify_k141_1079593_42,candidate,2020_YBJSD-W-3_bin.36.purify_k141_1079593,2020_YBJSD-W-3_bin.36.purify_k141_1079593_44127-55585
13,2020_BGBMC-20W-1-0m-1_bin.77.purify_k141_207650_8,known_defense,2020_BGBMC-20W-1-0m-1_bin.77.purify_k141_207650,2020_BGBMC-20W-1-0m-1_bin.77.purify_k141_207650_5473-5944
13,2020_BGBMC-20W-1-17m-1_bin.71.purify_k141_440799_5,known_defense,2020_BGBMC-20W-1-17m-1_bin.71.purify_k141_440799,2020_BGBMC-20W-1-17m-1_bin.71.purify_k141_440799_3965-4436
13,2020_YZYC-20W-1-5m-1_bin.132.purify_k141_560231_122,known_defense,2020_YZYC-20W-1-5m-1_bin.132.purify_k141_560231,2020_YZYC-20W-1-5m-1_bin.132.purify_k141_560231_132220-145305
13,2021-BQZBHK-W3_bin.71.purify_k127_115255_1,known_defense,2021-BQZBHK-W3_bin.71.purify_k127_115255,2021-BQZBHK-W3_bin.71.purify_k127_115255_2-759
13,2021-TLHSD-W3_bin.290.purify_k141_466251_4,known_defense,2021-TLHSD-W3_bin.290.purify_k141_466251,2021-TLHSD-W3_bin.290.purify_k141_466251_134-2111
13,2021-TMRSD-W3_bin.290.purify_k141_466251_4,known_defense,2021-TMRSD-W3_bin.290.purify_k141_466251,2021-TMRSD-W3_bin.290.purify_k141_466251_134-2111
14,2020_GMZ11-W1_bin.227.purify_k141_1281393_4,candidate,2020_GMZ11-W1_bin.227.purify_k141_1281393,2020_GMZ11-W1_bin.227.purify_k141_1281393_1680-1918
14,2020_ZJZBSD-04-1_bin.111.purify_k141_384368_21,known_defense,2020_ZJZBSD-04-1_bin.111.purify_k141_384368,2020_ZJZBSD-04-1_bin.111.purify_k141_384368_18296-28593
14,2021-LU-W4_bin.135.purify_k127_151665_9,known_defense,2021-LU-W4_bin.135.purify_k127_151665,2021-LU-W4_bin.135.purify_k127_151665_3971-4370
15,2020_NRPC-20W-1-0m-1_bin.63.purify_k141_300785_1,candidate,2020_NRPC-20W-1-0m-1_bin.63.purify_k141_300785,2020_NRPC-20W-1-0m-1_bin.63.purify_k141_300785_2-782
15,2021-BQZBHK-W1_bin.77.purify_k127_232839_3,known_defense,2021-BQZBHK-W1_bin.77.purify_k127_232839,2021-BQZBHK-W1_bin.77.purify_k127_232839_590-9618
15,2021-ZJZB-W6_bin.2.purify_k127_4752018_2,known_defense,2021-ZJZB-W6_bin.2.purify_k127_4752018,2021-ZJZB-W6_bin.2.purify_k127_4752018_1-721
16,2020_CE-X-W-1_bin.116.purify_k141_1398570_25,candidate,2020_CE-X-W-1_bin.116.purify_k141_1398570,2020_CE-X-W-1_bin.116.purify_k141_1398570_32328-46160
16,2020_JNYC-20W-2-1_bin.3.purify_k141_125207_1,candidate,2020_JNYC-20W-2-1_bin.3.purify_k141_125207,2020_JNYC-20W-2-1_bin.3.purify_k141_125207_2-545
16,2020_JNYC-20W-1-60m-1_bin.6.purify_k141_836174_5,known_defense,2020_JNYC-20W-1-60m-1_bin.6.purify_k141_836174,2020_JNYC-20W-1-60m-1_bin.6.purify_k141_836174_1042-1558
16,2020_LU-w8_bin.47.purify_k141_2777024_7,candidate,2020_LU-w8_bin.47.purify_k141_2777024,2020_LU-w8_bin.47.purify_k141_2777024_3377-3923
16,2020_NMC-W-1-1_bin.58.purify_k141_876623_1,known_defense,2020_NMC-W-1-1_bin.58.purify_k141_876623,2020_NMC-W-1-1_bin.58.purify_k141_876623_3-1639
16,2020_ZJZBSD-04-3_bin.36.purify_k141_55730_6,candidate,2020_ZJZBSD-04-3_bin.36.purify_k141_55730,2020_ZJZBSD-04-3_bin.36.purify_k141_55730_5431-6591
16,2020_ZJZB-W-1_bin.128.purify_k141_1448579_8,known_defense,2020_ZJZB-W-1_bin.128.purify_k141_1448579,2020_ZJZB-W-1_bin.128.purify_k141_1448579_3814-4225
16,2021-SLCB-W5_bin.144.purify_k127_4086526_2,known_defense,2021-SLCB-W5_bin.144.purify_k127_4086526,2021-SLCB-W5_bin.144.purify_k127_4086526_555-10282
16,2021-ZJZB-W70_bin.6.purify_k127_124831_4,known_defense,2021-ZJZB-W70_bin.6.purify_k127_124831,2021-ZJZB-W70_bin.6.purify_k127_124831_1974-8689
17,2020_CC-20W-1-5m-1_bin.127.purify_k141_763392_13,known_defense,2020_CC-20W-1-5m-1_bin.127.purify_k141_763392,2020_CC-20W-1-5m-1_bin.127.purify_k141_763392_14643-31979
17,2020_NMC-W-8-25m-1_bin.106.purify_k141_385457_1,candidate,2020_NMC-W-8-25m-1_bin.106.purify_k141_385457,2020_NMC-W-8-25m-1_bin.106.purify_k141_385457_3-1350
17,2020_YZYC-20W-1-5m-1_bin.159.purify_k141_289132_2,known_defense,2020_YZYC-20W-1-5m-1_bin.159.purify_k141_289132,2020_YZYC-20W-1-5m-1_bin.159.purify_k141_289132_202-17486
17,2021-BC-W0_bin.13.purify_k141_208849_1,candidate,2021-BC-W0_bin.13.purify_k141_208849,2021-BC-W0_bin.13.purify_k141_208849_1-908
17,2021-BQZBSD-W23_bin.33.purify_k127_5145546_4,known_defense,2021-BQZBSD-W23_bin.33.purify_k127_5145546,2021-BQZBSD-W23_bin.33.purify_k127_5145546_1687-3101
17,HS-18-3_bin.7.purify_k141_153110_4,candidate,HS-18-3_bin.7.purify_k141_153110,HS-18-3_bin.7.purify_k141_153110_804-1573
18,2019_TBMTW-17_bin.5.purify_k141_60283_7,known_defense,2019_TBMTW-17_bin.5.purify_k141_60283,2019_TBMTW-17_bin.5.purify_k141_60283_3089-4605
18,2020_DQZB-w7_bin.73.purify_k141_51489_8,known_defense,2020_DQZB-w7_bin.73.purify_k141_51489,2020_DQZB-w7_bin.73.purify_k141_51489_4659-16324
18,HS-17-2_bin.3.purify_k141_15205_4,known_defense,HS-17-2_bin.3.purify_k141_15205,HS-17-2_bin.3.purify_k141_15205_716-1583
19,2020_JNYC-20W-1-80m-1_bin.54.purify_k141_2032950_1,known_defense,2020_JNYC-20W-1-80m-1_bin.54.purify_k141_2032950,2020_JNYC-20W-1-80m-1_bin.54.purify_k141_2032950_3-7406
19,2020_JNYC-20W-2-1_bin.109.purify_k141_55780_1,candidate,2020_JNYC-20W-2-1_bin.109.purify_k141_55780,2020_JNYC-20W-2-1_bin.109.purify_k141_55780_3-5465
19,2020_NMC-W-4-1_bin.156.purify_k141_719455_1,candidate,2020_NMC-W-4-1_bin.156.purify_k141_719455,2020_NMC-W-4-1_bin.156.purify_k141_719455_230-14859
19,2021-BQZBSD-W1+_bin.122.purify_k127_4528205_1,candidate,2021-BQZBSD-W1+_bin.122.purify_k127_4528205,2021-BQZBSD-W1+_bin.122.purify_k127_4528205_2-285
19,2021-CE-W1_bin.54.purify_k127_447016_2,candidate,2021-CE-W1_bin.54.purify_k127_447016,2021-CE-W1_bin.54.purify_k127_447016_833-13853
19,2021-ZJZB-W21_bin.89.purify_k127_3293948_2,known_defense,2021-ZJZB-W21_bin.89.purify_k127_3293948,2021-ZJZB-W21_bin.89.purify_k127_3293948_12-7955
19,2021-ZJZB-W33_bin.11.purify_k127_259347_1,candidate,2021-ZJZB-W33_bin.11.purify_k127_259347,2021-ZJZB-W33_bin.11.purify_k127_259347_1-500
20,2020_CE-20W-1-0m-1_bin.84.purify_k141_647646_1,known_defense,2020_CE-20W-1-0m-1_bin.84.purify_k141_647646,2020_CE-20W-1-0m-1_bin.84.purify_k141_647646_3-703
20,2021-CNXB-W1_bin.51.purify_k127_3851552_2,candidate,2021-CNXB-W1_bin.51.purify_k127_3851552,2021-CNXB-W1_bin.51.purify_k127_3851552_411-7873
20,2021-HH-W1_bin.66.purify_k141_566847_1,candidate,2021-HH-W1_bin.66.purify_k141_566847,2021-HH-W1_bin.66.purify_k141_566847_2-292
20,2021-ZJZB-W4_bin.33.purify_k127_4969569_1,known_defense,2021-ZJZB-W4_bin.33.purify_k127_4969569,2021-ZJZB-W4_bin.33.purify_k127_4969569_2-1012
21,2020_JC-20W-1-10m-1_bin.60.purify_k141_47704_1,candidate,2020_JC-20W-1-10m-1_bin.60.purify_k141_47704,2020_JC-20W-1-10m-1_bin.60.purify_k141_47704_2-1370
21,2020_JNYC-20W-1-40m-1_bin.103.purify_k141_1593936_22,candidate,2020_JNYC-20W-1-40m-1_bin.103.purify_k141_1593936,2020_JNYC-20W-1-40m-1_bin.103.purify_k141_1593936_24077-25230
21,2021-LU-W8_bin.77.purify_k127_2135499_4,known_defense,2021-LU-W8_bin.77.purify_k127_2135499,2021-LU-W8_bin.77.purify_k127_2135499_1492-2060
21,2021-QHH-W15_bin.61.purify_k141_683193_6,known_defense,2021-QHH-W15_bin.61.purify_k141_683193,2021-QHH-W15_bin.61.purify_k141_683193_9532-17555
21,2021-TMRSD-W5_bin.98.purify_k141_959665_3,known_defense,2021-TMRSD-W5_bin.98.purify_k141_959665,2021-TMRSD-W5_bin.98.purify_k141_959665_925-9977
22,2020_CRC-20W-1-14m-1_bin.104.purify_k141_2962642_7,known_defense,2020_CRC-20W-1-14m-1_bin.104.purify_k141_2962642,2020_CRC-20W-1-14m-1_bin.104.purify_k141_2962642_2619-5333
22,2020_SLC-w-7_bin.118.purify_k141_264279_10,known_defense,2020_SLC-w-7_bin.118.purify_k141_264279,2020_SLC-w-7_bin.118.purify_k141_264279_5050-22056
22,2021-LU-W10_bin.8.purify_k127_1879700_4,candidate,2021-LU-W10_bin.8.purify_k127_1879700,2021-LU-W10_bin.8.purify_k127_1879700_1081-2838
23,2020_CE-D-W-1_bin.141.purify_k141_591646_15,candidate,2020_CE-D-W-1_bin.141.purify_k141_591646,2020_CE-D-W-1_bin.141.purify_k141_591646_20183-31032
23,2020_CE-D-W-2_bin.27.purify_k141_1192133_37,candidate,2020_CE-D-W-2_bin.27.purify_k141_1192133,2020_CE-D-W-2_bin.27.purify_k141_1192133_39307-52924
24,2020_BGBMC-20W-2-1_bin.107.purify_k141_1244224_5,known_defense,2020_BGBMC-20W-2-1_bin.107.purify_k141_1244224,2020_BGBMC-20W-2-1_bin.107.purify_k141_1244224_3443-4031
24,2020_CN-N-W-1_bin.110.purify_k141_1247045_1,known_defense,2020_CN-N-W-1_bin.110.purify_k141_1247045,2020_CN-N-W-1_bin.110.purify_k141_1247045_3-1553
24,2020_KMC-20W-1-23m-1_bin.138.purify_k141_3831898_7,known_defense,2020_KMC-20W-1-23m-1_bin.138.purify_k141_3831898,2020_KMC-20W-1-23m-1_bin.138.purify_k141_3831898_2748-3536
24,2021-BQZBHK-W5_bin.11.purify_k127_90148_1,candidate,2021-BQZBHK-W5_bin.11.purify_k127_90148,2021-BQZBHK-W5_bin.11.purify_k127_90148_3-8962
24,2021-CJH-W1_bin.12.purify_k127_905295_13,candidate,2021-CJH-W1_bin.12.purify_k127_905295,2021-CJH-W1_bin.12.purify_k127_905295_11492-11859
25,2020_CC-20W-1-15m-1_bin.82.purify_k141_381152_5,known_defense,2020_CC-20W-1-15m-1_bin.82.purify_k141_381152,2020_CC-20W-1-15m-1_bin.82.purify_k141_381152_686-1817
25,2020_CN-N-W-2-0m_bin.120.purify_k141_630923_3,known_defense,2020_CN-N-W-2-0m_bin.120.purify_k141_630923,2020_CN-N-W-2-0m_bin.120.purify_k141_630923_732-9594
25,2020_HMH-W1_bin.3.purify_k141_118337_14,known_defense,2020_HMH-W1_bin.3.purify_k141_118337,2020_HMH-W1_bin.3.purify_k141_118337_10482-11660
25,2020_QHH7-W1_bin.38.purify_k141_323882_1,candidate,2020_QHH7-W1_bin.38.purify_k141_323882,2020_QHH7-W1_bin.38.purify_k141_323882_2-962
25,2021-HHXL-3M-W1_bin.105.purify_k141_403974_1,known_defense,2021-HHXL-3M-W1_bin.105.purify_k141_403974,2021-HHXL-3M-W1_bin.105.purify_k141_403974_2-511
25,2021-ND-W6_bin.67.purify_k141_824827_1,known_defense,2021-ND-W6_bin.67.purify_k141_824827,2021-ND-W6_bin.67.purify_k141_824827_2-511
26,2020_BGBMC-20W-1-17m-1_bin.98.purify_k141_425679_5,known_defense,2020_BGBMC-20W-1-17m-1_bin.98.purify_k141_425679,2020_BGBMC-20W-1-17m-1_bin.98.purify_k141_425679_803-1633
26,2020_NMC-W-4-1_bin.36.purify_k141_248147_3,known_defense,2020_NMC-W-4-1_bin.36.purify_k141_248147,2020_NMC-W-4-1_bin.36.purify_k141_248147_2-6215
26,H4-2_bin.7.purify_k141_104340_length_1114_cov_4.0000_3,candidate,H4-2_bin.7.purify_k141_104340_length_1114_cov_4.0000,H4-2_bin.7.purify_k141_104340_length_1114_cov_4.0000_289-1114
27,2021-BQZBHK-W7_bin.157.purify_k127_594473_1,known_defense,2021-BQZBHK-W7_bin.157.purify_k127_594473,2021-BQZBHK-W7_bin.157.purify_k127_594473_2-1285
27,2021-SD-W62_bin.51.purify_k127_18995_4,known_defense,2021-SD-W62_bin.51.purify_k127_18995,2021-SD-W62_bin.51.purify_k127_18995_3231-20053
28,2020_JC-20W-1-15m-1_bin.7.purify_k141_291665_7,known_defense,2020_JC-20W-1-15m-1_bin.7.purify_k141_291665,2020_JC-20W-1-15m-1_bin.7.purify_k141_291665_8449-10073
28,2020_YBJSD-W-3_bin.39.purify_k141_1620249_161,known_defense,2020_YBJSD-W-3_bin.39.purify_k141_1620249,2020_YBJSD-W-3_bin.39.purify_k141_1620249_154128-173208
28,2021-BQZBHK-W3_bin.40.purify_k127_480923_1,candidate,2021-BQZBHK-W3_bin.40.purify_k127_480923,2021-BQZBHK-W3_bin.40.purify_k127_480923_2-1505
28,2021-SLCB-W4_bin.23.purify_k127_922215_1,known_defense,2021-SLCB-W4_bin.23.purify_k127_922215,2021-SLCB-W4_bin.23.purify_k127_922215_2-12298
29,2021-LU-W10_bin.98.purify_k127_2250339_1,candidate,2021-LU-W10_bin.98.purify_k127_2250339,2021-LU-W10_bin.98.purify_k127_2250339_3-8167
30,2020_SD-W-1_bin.57.purify_k141_1876269_15,candidate,2020_SD-W-1_bin.57.purify_k141_1876269,2020_SD-W-1_bin.57.purify_k141_1876269_11413-18148
30,2021-SLCB-W3_bin.23.purify_k127_148835_5,known_defense,2021-SLCB-W3_bin.23.purify_k127_148835,2021-SLCB-W3_bin.23.purify_k127_148835_1423-1745
30,HS-35-1_bin.45.purify_k141_103764_1,candidate,HS-35-1_bin.45.purify_k141_103764,HS-35-1_bin.45.purify_k141_103764_2-1182
31,2020_CC-20W-1-10m-1_bin.113.purify_k141_523963_1,candidate,2020_CC-20W-1-10m-1_bin.113.purify_k141_523963,2020_CC-20W-1-10m-1_bin.113.purify_k141_523963_1-1668
31,2020_NRPC-20W-1-0m-1_bin.120.purify_k141_251059_4,candidate,2020_NRPC-20W-1-0m-1_bin.120.purify_k141_251059,2020_NRPC-20W-1-0m-1_bin.120.purify_k141_251059_1809-12347
31,2021-QHH-W4_bin.56.purify_k141_44316_8,known_defense,2021-QHH-W4_bin.56.purify_k141_44316,2021-QHH-W4_bin.56.purify_k141_44316_7248-8769
32,2020_NMC-W-8-0m-1_bin.123.purify_k141_743749_15,candidate,2020_NMC-W-8-0m-1_bin.123.purify_k141_743749,2020_NMC-W-8-0m-1_bin.123.purify_k141_743749_11738-14241
32,2021-BQZB-W1+_bin.75.purify_k127_2537636_2,known_defense,2021-BQZB-W1+_bin.75.purify_k127_2537636,2021-BQZB-W1+_bin.75.purify_k127_2537636_2-15232
32,HS-18-3_bin.23.purify_k141_167814_1,candidate,HS-18-3_bin.23.purify_k141_167814,HS-18-3_bin.23.purify_k141_167814_1-2615
33,2020_CE-20W-1-0m-1_bin.64.purify_k141_560769_35,known_defense,2020_CE-20W-1-0m-1_bin.64.purify_k141_560769,2020_CE-20W-1-0m-1_bin.64.purify_k141_560769_42541-53449
33,2020_NRPC-20W-1-10m-1_bin.42.purify_k141_396547_4,known_defense,2020_NRPC-20W-1-10m-1_bin.42.purify_k141_396547,2020_NRPC-20W-1-10m-1_bin.42.purify_k141_396547_2209-2965
34,2020_JNYC-20W-1-80m-1_bin.54.purify_k141_2032950_2,candidate,2020_JNYC-20W-1-80m-1_bin.54.purify_k141_2032950,2020_JNYC-20W-1-80m-1_bin.54.purify_k141_2032950_3-7406
34,2020_JNYC-20W-1-80m-1_bin.6.purify_k141_801018_2,known_defense,2020_JNYC-20W-1-80m-1_bin.6.purify_k141_801018,2020_JNYC-20W-1-80m-1_bin.6.purify_k141_801018_1-3053
34,2020_JNYC-20W-2-1_bin.109.purify_k141_55780_2,known_defense,2020_JNYC-20W-2-1_bin.109.purify_k141_55780,2020_JNYC-20W-2-1_bin.109.purify_k141_55780_3-5465
34,2020_NMC-W-4-1_bin.156.purify_k141_719455_3,known_defense,2020_NMC-W-4-1_bin.156.purify_k141_719455,2020_NMC-W-4-1_bin.156.purify_k141_719455_230-14859
